Summons Number,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
9010165371,NY,PAS,9/19/22,21,SUBN,MINI,T,20230825,77,77,77,346199,T301,C,0910A,,K,O,0,408,D1,, Y  Y,0830A,1000A,BR,,2013,,0,,,
4828325499,MA,PAS,2/22/23,36,SD,DODGE,V,0,,0,0,0,,,0646A,,MN,,0,1180,B,T,,,,,,2013,,0,,,
9038655745,NY,PAS,3/4/23,19,SUBN,JEEP,T,20240419,40,40,40,352093,T201,O,0703A,,BX,F,0,408,C3,,YYYYYYY,,,WH,,2016,,0,,,
9014849564,NY,COM,11/8/22,14,VAN,FORD,T,20230930,90,90,90,354093,T301,M,0556P,,K,F,0,408,C,,YYYYYYY,,,WH,,2021,,0,,,
4028918420,NY,PAS,2/21/23,5,SUBN,FORD,V,0,,0,0,0,,,1052A,,BX,,0,1111,C,T,,,,GY,,2011,,0,,,
9044223355,NY,PAS,4/3/23,71,SUBN,HONDA,T,20231109,46,46,46,368539,T201,C,0317P,,BX,I,0,408,J6,,YYYYYYY,,,GY,,2005,,0,,,
5601539856,NY,COM,10/11/22,12,DELV,FRUEH,V,0,,0,0,0,,,0808A,,MN,,0,1111,C,T,,,,WH,,2020,,0,,,
9029073202,NY,PAS,2/22/23,40,SUBN,JEEP,T,20230314,107,107,107,345475,T402,L,0617A,,Q,I,0,408,E2,,YYYYYYY,,,BLACK,,2018,,0,,,
8696692834,NY,PAS,10/12/22,38,SUBN,ACURA,T,20231029,24,24,24,370837,T103,S,0827P,,NY,F,0,408,H1,, YYYYYY,0830A,1000P,BL,,2021,112811,0,,,
8568139048,NY,OMT,8/3/23,71,SUBN,TOYOT,T,20230831,107,107,107,363142,T402,B,0811A,,Q,F,0,408,J6,,YYYYYYY,,,WH,,2018,,0,,,
9033656425,CT,PAS,2/14/23,40,4DSD,HONDA,T,88888888,47,47,47,369627,T801,B,1054P,,BX,F,0,408,E2,,YYYYYYY,,,BLACK,,0,,0,,,
9044528415,NY,COM,4/8/23,82,VAN,FORD,T,20240831,52,52,52,357753,T201,B,0629A,,BX,F,0,408,K1,,YYYYYYY,,,WH,,2011,,0,,,
8941230494,NY,PAS,8/30/22,70,SUBN,JEEP,T,20220705,7,7,7,373783,T105,G,0338P,,NY,F,0,408,J3,,YYYYYYY,,,GY,,2021,,0,,,
4030228239,NY,PAS,5/10/23,5,SUBN,JEEP,V,0,,0,0,0,,,1017A,,QN,,0,1111,C,T,,,,WH,,2021,,0,,,
4827360601,NY,SRF,2/15/23,36,SUBN,VOLVO,V,0,,0,0,0,,,0112P,,QN,,0,1180,B,T,,,,BL,,2020,,0,,,
8968212302,NY,PAS,8/4/23,75,SUBN,ACURA,T,20241018,52,52,52,375264,T201,S,0901A,,BX,F,0,408,J5,,YYYYYYY,,,WHITE,,2014,,0,,,
4802174937,NY,SRF,9/24/22,36,SUBN,FORD,V,0,,0,0,0,,,0511P,,BK,,0,1180,B,T,,,,BK,,2021,,0,,,
8831487012,NY,PAS,10/29/22,74,4DSD,ACURA,T,20240605,49,49,49,357732,T201,A,0921A,,BX,O,0,408,J2,,YYYYYYY,,,BK,,2020,,0,,,
9070350490,NY,COM,7/28/23,42,VAN,CHEVR,T,20230930,14,14,14,374540,T102,M,0113P,1247P,NY,F,20230728,408,H1,, YYYYYY,0800A,0600P,WH,,2020,104357,0,,,
9036916227,NY,PAS,3/3/23,38,SUBN,JEEP,T,20230410,122,122,122,368581,T303,E,0202P,,R,F,0,408,H1,, YYYYYY,0900A,0500P,BK,,2019,501095,0,,,
4843402199,NY,PAS,5/28/23,36,4DSD,HYUND,V,0,,0,0,0,,,0306P,,QN,,0,1180,B,T,,,,GY,,2012,,0,,,
1488606857,99,PAS,2/10/23,40,,DODGE,P,20230221,68,68,68,968253,68,0,0514A,,,F,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,
9019952572,NY,PAS,12/9/22,21,4DSD,TOYOT,T,20240430,62,62,62,367341,T302,A,1000A,,K,F,0,408,D1,,     Y,0930A,1100A,WH,,2010,,0,,,
9022165474,NY,OMS,12/5/22,21,4DSD,DODGE,T,20230930,20,20,20,365923,T103,HH,0808A,,NY,F,0,408,D1,, Y  Y,0800A,0930A,BK,,2022,,0,,,
5129532156,NJ,PAS,8/12/23,7,SEDA,NISSA,V,0,,0,0,0,,,0943P,,MN,,0,1111,D,T,,,,,,2017,,0,,,
9045579832,NY,PAS,4/12/23,70,SUBN,ME/BE,T,20230406,45,45,45,366457,T201,A,0929A,,BX,I,0,408,J3,,YYYYYYY,,,GY,,2014,,0,,,
9000064892,NY,PAS,8/4/22,21,SUBN,ROVER,T,20230511,60,60,60,349839,T302,M,0949A,,K,F,0,408,D1,, Y  Y,0930A,1100A,BK,,2022,,0,,,
9017490299,NY,PAS,11/7/22,21,4DSD,HONDA,T,88888888,70,70,70,363034,T302,Q,0837A,,K,F,0,408,D1,, Y,0830A,1000A,GREY,,0,,0,,,
8932130279,NY,PAS,9/27/22,31,4DSD,TOYOT,T,88888888,17,17,17,370775,T106,E,1202P,,NY,I,0,408,L3,, YYYYY,0700A,0600P,WHITE,,2008,,0,,,
9013936805,NJ,PAS,10/22/22,74,4DSD,MCI,T,88888888,7,7,7,367361,T102,R,0435P,,NY,F,0,408,J2,,YYYYYYY,,,WHITE,,0,,0,,,
9069508114,NY,PAS,8/10/23,21,SUBN,JEEP,T,20230514,49,49,49,365891,T201,D,0918A,,BX,O,0,408,D1,, Y  Y,0830A,1000A,GY,,2018,,0,,,
8871651730,NY,SRF,3/10/23,21,4DSD,ACURA,T,20241019,114,114,114,349456,T401,YA,1010A,,Q,F,0,408,D1,,  Y  Y,0930A,1100A,GY,,2015,,0,,,
4817632355,NY,PAS,12/16/22,36,SUBN,ME/BE,V,0,,0,0,0,,,0130P,,BK,,0,1180,B,T,,,,BL,,2018,,0,,,
8905248056,NY,SRF,11/7/22,21,SUBN,MASE,T,20240811,46,46,46,368512,T201,W,1212P,,BX,I,0,408,D1,, Y,1130A,0100P,RD,,2017,,0,,,
4859142263,NY,OMT,8/21/23,36,SUBN,MITSU,V,0,,0,0,0,,,1258A,,BK,,0,1180,B,T,,,,GY,,2018,,0,,,
9047523430,NY,COM,5/1/23,21,VAN,ME/BE,T,20250131,19,19,19,363062,T103,G,0921A,,NY,O,0,408,D1,, Y  Y,0900A,1030A,WH,,2020,,0,,,
8876188228,NY,PAS,12/29/22,21,4DSD,FORD,T,20240430,114,114,114,370739,T401,I,0915A,,Q,F,0,408,D1,,    Y,0830A,1000A,BK,,2017,,0,,,
8907770037,NY,PAS,2/11/23,70,SUBN,NISSA,T,20230204,112,112,112,362214,T402,A,1021A,,Q,I,0,408,J3,,YYYYYYY,,,GY,,2004,,0,,,
9067906694,GA,PAS,7/26/23,38,4DSD,HONDA,T,20238888,20,20,20,362564,T103,EE,1203P,,NY,I,0,408,H1,, YYYYYY,0830A,1000P,BLACK,,0,114342,0,,,
4792302080,NY,PAS,8/13/22,36,2DSD,BMW,V,0,,0,0,0,,,0448P,,MN,,0,1180,B,T,,,,WH,,2008,,0,,,
9012490133,NY,PAS,10/12/22,71,4DSD,BMW,T,20240817,109,109,109,359307,T401,M,0848A,,Q,F,0,408,J6,,YYYYYYY,,,GY,,2004,,0,,,
2007557502,NJ,PAS,8/4/22,21,SUBN,MAZDA,S,0,81,81,0,921396,KN03,,1255P,0,Kings,F,0,408,d1,,Y  Y,1200P,0130P,GY,,0,,0,,,
8974377858,NY,OMT,8/4/22,38,4DSD,HONDA,T,20220930,70,70,70,370761,T302,A,0858A,,K,F,0,408,H1,, YYYYYY,0800A,0700P,GY,,2017,313654,0,,,
4842575104,FL,PAS,5/24/23,36,4D,SATUR,V,0,,0,0,0,,,0602P,,QN,,0,1180,B,T,,,,SIL,,2007,,0,,,
1490633728,NY,PAS,5/3/23,98,SDN,HONDA,P,20240130,78,78,78,969146,78,0,1246P,,K,F,0,408,D5,,BBBBBBB,ALL,ALL,BK,0,2021,-,0,,,
5126430038,FL,PAS,3/21/23,7,4D,CHEVR,V,0,,0,0,0,,,0313P,,BX,,0,1111,D,T,,,,WHI,,2016,,0,,,
9011963581,NJ,PAS,11/18/22,21,SUBN,AUDI,T,88888888,68,68,68,365831,T302,A,0945A,,K,O,0,408,D1,,     Y,0930A,1100A,GREY,,0,,0,,,
8988931889,NY,PAS,8/10/23,21,SUBN,TOYOT,T,20250210,90,90,90,376171,T301,B,1207P,,K,F,0,408,D1,, Y  Y,1130A,0100P,BK,,2019,,0,,,
9048168478,MA,PAS,4/14/23,48,SUBN,SUBAR,T,88888888,24,24,24,358194,T103,L,0116P,,NY,O,0,408,E9,,YYYYYYY,,,RED,,0,,0,,,
8782849845,NY,PAS,8/27/22,14,4DSD,TOYOT,T,20220929,60,60,60,330578,T302,U,0927A,,K,I,0,408,C,,YYYYYYY,,,BLACK,,2019,,0,,,
5125735670,TX,PAS,2/7/23,7,4D,HONDA,V,0,,0,0,0,,,1039A,,MN,,0,1111,D,T,,,,,,2013,,0,,,
8821337510,NY,PAS,8/20/22,38,SUBN,SUBAR,T,20240105,13,13,13,367370,T102,K,0305P,,NY,O,0,408,H1,, YYYYYY,0830A,0700P,GL,,2003,102581,0,,,
4840441420,NY,PAS,5/10/23,36,SUBN,INFIN,V,0,,0,0,0,,,0504P,,MN,,0,1180,B,T,,,,BL,,2020,,0,,,
9056905739,NY,PAS,5/30/23,21,4DSD,NISSA,T,20240726,108,108,108,370799,T401,I,0738A,,Q,F,0,408,D1,, YYYYYY,0730A,0800A,BK,,2009,,0,,,
8991330824,GA,PAS,7/28/22,40,2DSD,NISSA,T,20220888,75,75,75,370793,T301,U,0242P,,K,I,0,408,E2,,YYYYYYY,,,WHITE,,0,,0,,,
9028056737,NY,PAS,1/4/23,40,4DSD,ME/BE,T,20240427,114,114,114,371159,T401,P,0603P,,Q,F,0,408,E2,,YYYYYYY,,,GY,,2021,,0,,,
4807705295,NY,PAS,10/22/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0323P,,BK,,0,1180,B,T,,,,BK,,2010,,0,,,
9025536384,NY,COM,2/7/23,14,VAN,ME/BE,T,20240731,18,18,18,361280,MTTF,H,0304P,,NY,F,0,408,C,,YYYYYYY,,,WH,,2016,,0,,,
4833206377,NY,PAS,3/25/23,36,4DSD,NISSA,V,0,,0,0,0,,,1025P,,BK,,0,1180,B,T,,,,BL,,2023,,0,,,
5128662627,NY,PAS,7/4/23,7,4DSD,HONDA,V,0,,0,0,0,,,0114P,,BK,,0,1111,D,T,,,,BL,,2018,,0,,,
4793490440,NY,PAS,8/14/22,36,SUBN,JEEP,V,0,,0,0,0,,,0859A,,QN,,0,1180,B,T,,,,BL,,2019,,0,,,
9033232169,NY,PAS,2/14/23,21,4DSD,AUDI,T,20240728,107,107,107,367425,T402,P,0848A,,Q,I,0,408,D1,,  Y,0830A,1000A,GY,,2005,,0,,,
9027408713,MD,PAS,1/26/23,38,4DSD,TOYOT,T,20230288,20,20,20,361022,T103,EE,0511P,,NY,F,0,408,H1,, YYYYYY,0900A,0700P,SILVE,,0,112838,0,,,
4794191121,NY,PAS,8/20/22,36,SUBN,ME/BE,V,0,,0,0,0,,,0632P,,BX,,0,1180,B,T,,,,WH,,2017,,0,,,
4819678140,NY,PAS,12/28/22,36,SUBN,CHEVR,V,0,,0,0,0,,,0850A,,BK,,0,1180,B,T,,,,BK,,2002,,0,,,
9068173704,NY,PAS,7/27/23,70,SUBN,CHEVR,T,20230713,33,33,33,345331,T103,A,0603A,,NY,O,0,408,J3,,YYYYYYY,,,GL,,2012,,0,,,
4811405493,PA,PAS,11/11/22,36,SW,TOYOT,V,0,,0,0,0,,,1019A,,QN,,0,1180,B,T,,,,,,2021,,0,,,
9068645626,NY,PAS,7/18/23,21,SUBN,MAZDA,T,20230606,70,70,70,352956,T302,L,0937A,,K,I,0,408,D1,,  Y,0930A,1100A,BL,,2019,,0,,,
9041167882,NY,COM,3/22/23,16,VAN,NISSA,T,20241231,9,9,9,373749,T102,R,0115P,1212P,NY,I,0,408,K2,, YYYYY,0700A,0700P,WH,,2019,,0,,,
4826332440,DE,PAS,2/9/23,36,SD,TOYOT,V,0,,0,0,0,,,1258A,,BX,,0,1180,B,T,,,,,,2016,,0,,,
9073605532,NY,COM,8/22/23,38,VAN,FORD,T,20231031,9,9,9,372232,T102,H,0858A,,NY,F,0,408,H1,, YYYYYY,0830A,1000P,WH,,2019,106347,0,,,
9010564848,AZ,PAS,9/26/22,20,4DSD,BMW,T,20228888,90,90,90,367329,T301,E,1139A,,K,I,0,408,D,, YYYYY,0800A,0600P,SILVE,,0,,0,,,
4817203808,NY,PAS,12/14/22,36,4DSD,LEXUS,V,0,,0,0,0,,,0956A,,ST,,0,1180,B,T,,,,GY,,2017,,0,,,
2011384849,NY,PAS,5/8/23,21,SUBN,HYUND,S,20241117,81,81,0,594308,KN03,,0913A,0,Kings,F,0,408,d1,,Y  Y,0900A,1030A,BK,,2008,,0,,,
4848576878,NY,PAS,6/27/23,36,4DSD,INFIN,V,0,,0,0,0,,,1110P,,QN,,0,1180,B,T,,,,BL,,2008,,0,,,
5121612199,NY,PAS,6/21/22,7,VAN,FORD,V,0,,0,0,0,,,0853A,,BX,,0,1111,D,T,,,,WH,,2011,,0,,,
4802145020,NY,PAS,9/24/22,36,4DSD,TOYOT,V,0,,0,0,0,,,1226P,,BK,,0,1180,B,T,,,,BK,,2012,,0,,,
1493435279,NY,PAS,8/3/23,50,SDN,ACURA,P,20240603,103,103,103,936255,103,0,1207P,,Q,F,0,408,J5,,BBBBBBB,ALL,ALL,WH,0,2022,-,0,,,
4840432107,NY,PAS,5/10/23,36,SUBN,NISSA,V,0,,0,0,0,,,0636A,,QN,,0,1180,B,T,,,,GY,,2023,,0,,,
4849595560,NY,PAS,6/29/23,36,4DSD,NISSA,V,0,,0,0,0,,,0721P,,QN,,0,1180,B,T,,,,BK,,2011,,0,,,
4027897389,PA,PAS,12/17/22,5,SW,LEXUS,V,0,,0,0,0,,,0715P,,MN,,0,1111,C,T,,,,,,2010,,0,,,
5602624193,NY,COM,7/21/23,12,DELV,HIN,V,0,,0,0,0,,,1020A,,,,0,1111,C,T,,,,WH,,2012,,0,,,
9021968988,NY,PAS,12/2/22,37,SUBN,GMC,T,20240928,84,84,84,363998,T301,G,0252P,0245A,K,F,0,408,H1,, YYYYYY,0900A,0700P,TN,,2011,300124,0,,,
9056489422,NY,PAS,6/6/23,17,SUBN,JEEP,T,20240110,114,114,114,355249,T401,L,0729A,,Q,O,0,408,C4,,SCHOOL,0700A,0400P,GY,,2022,,0,,,
5125795914,NJ,PAS,2/13/23,7,UT,BMW,V,0,,0,0,0,,,0335P,,MN,,0,1111,D,T,,,,,,2021,,0,,,
9058631369,NY,PAS,6/6/23,21,4DSD,NISSA,T,20230709,40,40,40,373137,T201,E,0906A,,BX,F,0,408,D1,,  Y  Y,0830A,1000A,WH,,2005,,0,,,
9018016779,NY,PAS,11/20/22,74,4DSD,GEO,T,20230122,43,43,43,371166,T201,W,1045A,,BX,F,0,408,J2,,YYYYYYY,,,TN,,1997,,0,,,
4816569893,NY,PAS,12/11/22,36,2DSD,SMART,V,0,,0,0,0,,,0144P,,BK,,0,1180,B,T,,,,BK,,2015,,0,,,
9052093076,NY,PAS,5/26/23,31,SUBN,MITSU,T,20250514,10,10,10,373784,T102,Q,1025A,,NY,F,0,408,L3,, YYYYYY,0700A,0700P,GY,,0,,0,,,
2007226340,NY,TRC,10/21/22,21,DELV,WORKS,S,20230331,41,41,0,0,BX02,,0212A,0,Bronx,,0,408,d1,, Y  Y,1200A,0300A,RD,,0,,0,,,
9036690456,NJ,PAS,2/24/23,19,4DSD,HONDA,T,88888888,45,45,45,371166,T201,W,0107P,,BX,F,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,,,
9068988463,NY,PAS,8/4/23,70,4DSD,KIA,T,20230801,106,106,106,362549,T402,N,0709A,,Q,F,0,408,J3,,YYYYYYY,,,WH,,2014,,0,,,
4816280704,NY,PAS,12/8/22,36,SUBN,FORD,V,0,,0,0,0,,,0213P,,BK,,0,1180,B,T,,,,WH,,2006,,0,,,
4829728048,NY,PAS,3/5/23,36,CONV,BMW,V,0,,0,0,0,,,1259A,,QN,,0,1180,B,T,,,,OR,,2019,,0,,,
4834125877,NY,PAS,4/1/23,36,PICK,FORD,V,0,,0,0,0,,,0722A,,ST,,0,1180,B,T,,,,BL,,2019,,0,,,
4807164867,NY,OMT,10/19/22,36,4DSD,TOYOT,V,0,,0,0,0,,,0530P,,BK,,0,1180,B,T,,,,BK,,2015,,0,,,
9057073407,NY,PAS,6/16/23,71,SUBN,HONDA,T,20231106,28,28,28,365343,T103,N,0827A,,NY,F,0,408,J6,,YYYYYYY,,,WH,,2021,,0,,,
5602593780,NY,OMT,7/14/23,12,SUBN,TOYOT,V,0,,0,0,0,,,1135A,,,,0,1111,C,T,,,,WH,,2020,,0,,,
2010460017,NY,PAS,2/6/23,21,SUBN,CHEVR,S,20250129,71,71,0,0,KN09,,0916A,0,Kings,O,0,408,d1,,Y  Y,0830A,1000A,WH,,2016,,0,,,
4798413355,NY,PAS,9/7/22,36,4DSD,FORD,V,0,,0,0,0,,,0349P,,BX,,0,1180,B,T,,,,GY,,2016,,0,,,
4827869856,NY,PAS,2/19/23,36,SUBN,HONDA,V,0,,0,0,0,,,0431P,,QN,,0,1180,B,T,,,,GYGY,,2020,,0,,,
9003284659,NJ,PAS,8/16/22,74,DUMP,VOLVO,T,88888888,109,109,109,359317,T401,L,0750A,,Q,I,0,408,J2,,YYYYYYY,,,WHITE,,0,,0,,,
1488965663,99,999,9/26/22,40,SDN,KIA,P,0,41,41,41,972400,41,0,1201P,,BX,F,0,408,F2,,BBBBBBB,ALL,ALL,BLACK,0,2007,-,0,,,
5125047223,NY,COM,12/21/22,7,VAN,RAM,V,0,,0,0,0,,,0223P,,BK,,0,1111,D,T,,,,WH,,2016,,0,,,
9003786240,NY,COM,8/12/22,14,VAN,ME/BE,T,20240430,1,1,1,362546,T105,H,0102P,,NY,F,0,408,C,, YYYYYY,0700A,0700P,BL,,2022,,0,,,
9043627264,NY,PAS,4/11/23,16,4DSD,TOYOT,T,20240710,68,68,68,370761,T302,A,1011A,,K,F,0,408,K2,, YYYYY,0800A,0200P,BK,,2017,,0,,,
4787879248,NY,COM,7/15/22,36,PICK,FORD,V,0,,0,0,0,,,0859P,,BK,,0,1180,B,T,,,,WH,,2010,,0,,,
9030280955,NY,PAS,1/29/23,26,SUBN,HONDA,T,20230630,1,1,1,364011,T105,H,1102A,,NY,F,0,408,C7,,YYYYYYY,,,BK,,2018,,0,,,
9040563299,NY,RGL,4/4/23,21,4DSD,TESLA,T,20240309,109,109,109,373241,T401,D,0913A,,Q,O,0,408,D1,,  Y,0900A,1030A,WH,,2020,,0,,,
9030198801,NY,PAS,1/31/23,38,SUBN,MAZDA,T,20231002,109,109,109,354002,T401,G,0301P,,Q,O,0,408,H1,, YYYYYY,0700A,1000P,BL,,2021,444673,0,,,
5121834317,MA,PAS,6/30/22,7,SD,HONDA,V,0,,0,0,0,,,0515P,,BX,,0,1111,D,T,,,,,,2021,,0,,,
4822551155,NY,PAS,1/15/23,36,4DSD,NISSA,V,0,,0,0,0,,,0709A,,ST,,0,1180,B,T,,,,GY,,2011,,0,,,
9011147224,NY,OMT,10/13/22,22,TAXI,FORD,T,20230630,114,114,114,371241,T401,P,0127P,1207P,Q,I,0,408,C2,,YYYYYY,1000A,0600P,YW,,2022,,0,,,
9031426702,FL,PAS,1/29/23,14,SUBN,MITSU,T,20238888,26,26,26,370736,T103,R,1229P,,NY,I,0,408,C,,YYYYYYY,,,GREY,,0,,0,,,
8813147612,NY,PAS,7/5/23,17,4DSD,TOYOT,T,20230818,109,109,109,357041,T740,X,0118P,,Q,F,0,408,C4,, YYYYY,0800A,0300P,GY,,2017,,0,,,
9004061381,NY,COM,8/19/22,40,VAN,FORD,T,20230930,110,110,110,366518,T401,Q,1019A,,Q,F,0,408,E2,,YYYYYYY,,,WH,,2019,,0,,,
4808121323,NY,PAS,10/22/22,36,SUBN,VOLVO,V,0,,0,0,0,,,0207A,,QN,,0,1180,B,T,,,,BK,,2022,,0,,,
4791609840,NY,PAS,8/6/22,36,SUBN,NISSA,V,0,,0,0,0,,,1026P,,QN,,0,1180,B,T,,,,RD,,2021,,0,,,
4827988640,NY,PAS,2/20/23,36,4DSD,LINCO,V,0,,0,0,0,,,0343P,,BK,,0,1180,B,T,,,,BL,,2012,,0,,,
9011904126,MI,PAS,10/21/22,16,4DSD,TOYOT,T,20228888,1,1,1,365858,T105,N,0630P,,NY,F,0,408,K2,, YYYYYY,0700A,0700P,GREY,,0,,0,,,
2006905715,FL,PAS,7/22/23,21,SUBN,FORD,S,0,105,105,0,669537,QE13,,0749A,0,Qns,F,0,408,d1,,,0730A,0800A,WH,,0,,0,,,
8864686046,NJ,PAS,10/21/22,74,PICK,CHEVR,T,88888888,6,6,6,374570,T102,T,1259P,,NY,O,0,408,J2,,YYYYYYY,,,BLACK,,0,,0,,,
9007710060,NY,PAS,9/3/22,21,SUBN,DODGE,T,20230228,44,44,44,365814,T201,D,0745A,,BX,F,0,408,D1,, YYYYYY,0730A,0800A,BK,,2015,,0,,,
4832479581,NY,PAS,3/19/23,36,PICK,JEEP,V,0,,0,0,0,,,0742A,,QN,,0,1180,B,T,,,,BK,,2020,,0,,,
5127383871,NY,PAS,5/12/23,7,SUBN,TOYOT,V,0,,0,0,0,,,0242P,,QN,,0,1111,D,T,,,,GY,,2005,,0,,,
4855663372,NJ,PAS,8/2/23,36,SEDA,ME/BE,V,0,,0,0,0,,,1009P,,BK,,0,1180,B,T,,,,,,2023,,0,,,
4837117028,NY,PAS,4/19/23,36,SUBN,ME/BE,V,0,,0,0,0,,,0602A,,BK,,0,1180,B,T,,,,GY,,2018,,0,,,
9060157758,NY,PAS,6/22/23,37,SUBN,FORD,T,20240311,47,47,47,370800,T201,I,0337P,0203P,BX,F,0,408,H1,, YYYYYY,0830A,0700P,GY,,2022,212077,0,,,
8914599450,NY,PAS,2/25/23,31,SUBN,BMW,T,20240520,13,13,13,367332,T102,G,1039A,,NY,F,0,408,L3,, YYYYYY,0700A,0700P,BL,,2018,,0,,,
8580126472,MA,999,7/6/22,16,2DSD,DODGE,T,88880988,66,66,66,372267,T302,G,1135A,,K,I,0,408,K2,,YYYYYY,0800A,0600P,RED,,0,,0,,,
4786908125,PA,PAS,7/8/22,36,SDN,PONTI,V,0,,0,0,0,,,0844P,,BK,,0,1180,B,T,,,,,,2008,,0,,,
8913376817,NY,PAS,5/1/23,14,SUBN,AUDI,T,20250330,9,9,9,374611,T102,R,0526P,,NY,I,0,408,C,,YYYYYYY,,,BK,,2021,,0,,,
5128367393,NY,PAS,6/21/23,7,SUBN,LEXUS,V,0,,0,0,0,,,0255P,,QN,,0,1111,D,T,,,,GY,,2023,,0,,,
4849860850,NY,PAS,7/4/23,36,4DSD,MAZDA,V,0,,0,0,0,,,1217P,,QN,,0,1180,B,T,,,,BK,,2010,,0,,,
8800597208,MD,PAS,8/28/22,14,SUBN,FORD,T,20240588,121,121,121,353441,T303,E,0802A,,R,F,0,408,C,,YYYYYYY,,,RED,,0,,0,,,
8966266629,NY,PAS,3/29/23,38,SUBN,BUICK,T,20231029,44,44,44,374543,T201,R,1136A,,BX,F,0,408,H1,, YYYYYY,0900A,0700P,WH,,2018,223535,0,,,
5126205456,NJ,PAS,3/9/23,7,SD,TOYOT,V,0,,0,0,0,,,0809P,,ST,,0,1111,D,T,,,,,,2016,,0,,,
9031158641,NY,PAS,2/15/23,38,4DSD,VOLKS,T,20240216,13,13,13,367320,T102,M,0555P,,NY,F,0,408,H1,, YYYYYY,0900A,0700P,WH,,2020,101356,0,,,
4849313530,NY,PAS,6/30/23,36,SUBN,KIA,V,0,,0,0,0,,,1022A,,QN,,0,1180,B,T,,,,BK,,2023,,0,,,
8922559457,NY,COM,9/7/22,47,VAN,CHEVR,T,20230630,14,14,14,354158,T400,X,1116A,,NY,O,0,408,L2,, YYYYYY,0700A,0700P,WH,,2020,,0,,,
9057055697,NY,OMT,5/25/23,17,4DSD,TOYOT,T,20240228,23,23,23,373655,T103,E,0611A,,NY,I,0,408,C4,,YYYYYYY,,,BL,,2016,,0,,,
9028162793,NJ,PAS,1/13/23,48,SUBN,BMW,T,88888888,34,34,34,372225,T103,L,0212P,,NY,F,0,408,E9,,YYYYYYY,,,GOLD,,0,,0,,,
2009530512,NY,PAS,12/13/22,21,SUBN,ACURA,S,20230201,49,49,0,571185,BX11,,0901A,0,Bronx,O,0,408,d1,,,0830A,0900A,BK,,2012,,0,,,
4831611530,NY,PAS,3/17/23,36,SUBN,ME/BE,V,0,,0,0,0,,,0410A,,BK,,0,1180,B,T,,,,WH,,2018,,0,,,
9070185374,NY,PAS,7/26/23,46,PICK,CHEVR,T,20240829,19,19,19,361282,T103,L,0210P,,NY,O,0,408,F1,,YYYYYYY,,,BL,,2022,,0,,,
4802690599,NY,PAS,9/24/22,36,4DSD,TESLA,V,0,,0,0,0,,,1012A,,BK,,0,1180,B,T,,,,BL,,2019,,0,,,
5126737739,NY,COM,4/7/23,7,VAN,GMC,V,0,,0,0,0,,,0133P,,ST,,0,1111,D,T,,,,WH,,2012,,0,,,
9014282047,NY,PAS,10/25/22,14,4DSD,ACURA,T,20221231,112,112,112,371236,T402,D,0241P,,Q,I,0,408,C,,YYYYYYY,,,GY,,2020,,0,,,
8959192132,NY,PAS,7/5/22,46,4DSD,INFIN,T,20220515,48,48,48,373269,T201,C,0309P,,BX,F,0,408,F1,,YYYYYYY,,,WH,,2019,,0,,,
4840718040,NY,PAS,5/13/23,36,SUBN,SUBAR,V,0,,0,0,0,,,0814A,,ST,,0,1180,B,T,,,,WH,,2023,,0,,,
4795554729,NY,PAS,8/26/22,36,2DSD,SMART,V,0,,0,0,0,,,0749A,,BX,,0,1180,B,T,,,,BK,,2015,,0,,,
9058875179,NJ,PAS,6/7/23,14,PICK,RAM,T,88888888,18,18,18,357711,T106,D,1104A,,NY,F,0,408,C,, YYYYYY,0800A,0700P,WHITE,,0,,0,,,
4790405758,NY,PAS,8/6/22,36,2DSD,HONDA,V,0,,0,0,0,,,0203P,,QN,,0,1180,B,T,,,,BK,,2010,,0,,,
8882090747,NY,PAS,8/8/22,38,SUBN,JEEP,T,20240520,5,5,5,365914,T105,C,0100P,,NY,F,0,408,H1,, YYYYYY,0900A,0700P,BK,,2022,101860,0,,,
4815510428,NY,PAS,12/1/22,36,4DSD,HYUND,V,0,,0,0,0,,,0839A,,ST,,0,1180,B,T,,,,BK,,2020,,0,,,
8582899520,NY,COM,10/27/22,16,DELV,NISSA,T,20240228,19,19,19,362620,T103,HH,1215P,1109A,NY,O,0,408,K2,, YYYYY,0700A,0100P,WH,,2021,,0,,,
4787666393,NY,PAS,7/14/22,36,SUBN,HONDA,V,0,,0,0,0,,,0659P,,BK,,0,1180,B,T,,,,GY,,2020,,0,,,
4851940415,NY,PAS,7/11/23,36,SUBN,HONDA,V,0,,0,0,0,,,1137A,,QN,,0,1180,B,T,,,,BK,,2008,,0,,,
